artifact_name,countr_of_origin,acquisition_date,created_date,description,continent
"Header, barrel",Canada,2010,1900,It is made out of unrefined metal and unfinished wooded pieces.,NA
"Header part, barrel",Canada,2010,1900,Unfinished rough wood and metal hardware.,NA
Ladder,Canada,2010,1910,Grey painted wood and metal hardware.,NA
Ladder,Canada,2010,1910,Grey painted wood with metal hardware.,NA
"Tank, sap",Canada,2010,1966,Metal.,NA
Label,Canada,2010,1920,It is made out of paper.,NA
Label,Canada,2010,1920,It is made out of paper.,NA
Label,Canada,2010,1920,It is made out of paper.,NA
"Grader & sizer, fruit & vegetable",United States of America,2010,1930,"Equipment generally composed of wood, metal, canvas and rubber.",NA
Hopper,United States of America,2010,1930,Wooden frame; metal wire mesh and fasteners; canvas sheeting.,NA
"Conveyor, roller",United States of America,2010,1930,"Wooden frame, conveyor rollers and troughs; metal fasteners, chains, and pulleys.",NA
"Roller, conveyor",United States of America,2010,1930,Wood and metal.,NA
"Roller, conveyor",United States of America,2010,1930,Wood and metal.,NA
"Roller, conveyor",United States of America,2010,1930,Wood and metal.,NA
"Roller, conveyor",United States of America,2010,1930,Wood and metal.,NA
"Roller, conveyor",United States of America,2010,1930,Wood and metal.,NA
Conveyor system,United States of America,2010,1930,"Wooden frame troughs and kicker wheels; metal pulleys, sprockets, drive shafts, chains, guard and fasteners; bristle brushes (ox hair?); and canvas belts.",NA
"Trough, conveyor",United States of America,2010,1930,Wood and metal.,NA
"Trough, conveyor",United States of America,2010,1930,"Wood, metal and canvas.",NA
"Guard, trough",United States of America,2010,1930,Metal.,NA
"Bin, packing",United States of America,2010,1930,Wooden construction; metal fasteners; canvas aprons,NA
"Divider, packing bin",United States of America,2010,1930,Wood; metal fasteners and mounting hardware; canvas straps.,NA
"Divider, packing bin",United States of America,2010,1930,Wood; metal fasteners and mounting hardware; canvas straps.,NA
"Divider, packing bin",United States of America,2010,1930,Wood; metal fasteners and mounting hardware; canvas straps.,NA
"Divider, packing bin",United States of America,2010,1930,Wood; metal fasteners and mounting hardware; canvas straps.,NA
Drive shaft,United States of America,2010,1930,Metal.,NA
Drive shaft,United States of America,2010,1930,Metal.,NA
"Mount, motor",United States of America,2010,1930,Wood and metal.,NA
Motor,United States of America,2010,1930,All metal construction.,NA
"Conveyor, roller",United States of America,2010,1943,Steel rollers and frame.,NA
"Tank, sap",Canada,2010,1910,Galvanized steel reservoir; steel spout and shutoff valve; rubber hose.,NA
"Seat, child's car",United States of America,2010,2002,"Light grey moulded synthetic chair has black soft synthetic trim on handle; red synthetic lock release; folding black and grey fabric canopy fitted to seat frame; black woven fabric harness has grey, black and red moulded synthetic buckles and selected silver metal components.",NA
"Base, mounting",United States of America,2010,2002,"Light grey moulded synthetic chair has bright yellow and black synthetic trim; clear synthetic cover over brown, green and white level indicator; selected silver metal fittings.",NA
Belt,United States of America,2010,2002,Black woven fabric belt has silver and black metal fittings; black pebble-textured finish on buckle latch housing.,NA
"Cover, seat",China,2010,2002,Gray and off-white synthetic [probably polyester] fabric exterior; white quilted fabric backing.,AS
"Carriage, baby",United States of America,2010,2002,"Metal and synthetic stroller frame is predominantly grey and black in colour; grey and black fabric coverings and restraints; black, grey and dark blue synthetic wheels; selected fittings (lock, latch release, etc.) have red or yellow synthetic housings; stroller canopy has clear synthetic view window; red synthetic and silver fabric reflectors fixed to carriage.",NA
"Pad, carriage",China,2010,2002,"Black, grey and off-white synthetic fabric pad secured to carriage body by metal snaps.",AS
"Tray, carriage",United States of America,2010,2002,Oval grey moulded synthetic tray is self-securing to stroller frame.,NA
"Measure, tape",United States of America,2010,1930,"The tape is steel, the crank is chromed steel and the casing is leatherette.",NA
"Imaging system, florescence",Canada,2010,2005,"Metal casing, metal arm and laser box, synthetic glass window and synthetic (rubber) wheels and metal hardware and a stainless steel top.",NA
"Door, cabinet",United States of America,2010,2005,A blue metal door with black metal handles and metal hardware.,NA
"Tray, monitor",United States of America,2010,2005,A black metal base with a stainless steel swivel and a metal control box for the laser and video recorder and synthetic green and yellow lights and black synthetic buttons.,NA
"Recorder, video",Japan,2010,2005,"A light grey metal casing with a light beige synthetic (plastic) front panel and a black synthetic (plastic) back with metal connectors, an opaque synthetic digital display and metal hardware.",AS
"Keyboard, computer",Malaysia,2010,2005,"A light beige synthetic (plastic) casing and a beige synthetic (plastic) alphanumeric keys and light grey synthetic function keys on the right of the keyboard. Underneath the keyboard, light biege synthetic feet and light grey synthetic slip pads on the base of the keyboard and metal hardware.",AS
"Recorder, video",Japan,2010,2005,"A light beige metal casing with a black metal back, with metal connectors for wires, a synthetic beige flap where the cassette slots into and a black synthetic digital display screen. The front of the casing there are synthetic blue and red buttons.",AS
Printer,Japan,2010,2005,"A light beige metal casing with a grey metal back with synthetic controls, black synthetic outlet and metal connectors.",AS
"Polisher, floor",United States of America,2010,1925,"A black metal handle, and casing for the motor, a metal motor, metal wheels and hardware, cloth cord with metal plug, cloth belts wrapped around small motor wheel and large wheels connected to brown bristled brush(straw?), and a black synthetic on off switch (attached to handle by black duct tape).",NA
Pin,Canada,2010,1996,Gold plated solid brass,NA
"Skirt,"" uniform",Canada,2010,1996,"Blue Spruce"""" 100% wool skirt; blue-green 100% acetate fabric lining; black and clear synthetic buttons; metal zipper.",NA
"Trousers,"" uniform",Canada,2010,1996,"Blue Spruce"""" 100% wool pants; blue-green 100% acetate fabric lining; black and clear synthetic buttons; metal zipper.",NA
"Blouse, uniform",China,2010,1996,White long-sleeve cotton and polyester blouse has embroidered maple leaves on placket; white synthetic buttons on shirt front and cuffs; large white synthetic button at neck opening has goldtone trim and back.,AS
"Vest, uniform",Canada,2010,1996,"Blue-green, red and gold are predominant colours in 58% cotton and 42% polyester fabric vest; blue-green 100% acetate lining; black synthetic buttons have goldtone trim and backs.",NA
"Sweater,"" uniform",Canada,2010,1996,"Blue Spruce"""" knitted cardigan style sweater; black synthetic buttons have goltone trim and backs.",NA
"Dress,"" uniform",Canada,2010,1996,"Blue Spruce"""" colour 55% polyester and 45% wool blend fabric has red accents; clear and dark blue synthetic buttons; metal hook closure at waist; red and blue enamelled metal buttons decorate sleeves; blue-green polyester lining in skirt.",NA
"Belt,"" uniform",Canada,2010,1996,"Blue Spruce"""" blue-green leather belt has horseshoe shaped brass and nickel buckle.",NA
"Scarf, uniform",Italy,2010,1996,100% polyester.,EU
"Scarf, uniform",Canada,2010,1996,"100% wool oblong scarf is predominantly blue-green, red and gold; navy blue fringe decorates both short edges; scarf features abstract pattern of stylized maple leaves.",NA
"Coat, uniform",Canada,2010,1996,Navy-blue 100% wool fabric; amber colour synthetic buttons; blue-green acetate lining.,NA
"Hood, uniform coat",Canada,2010,1996,Navy-blue 100% wool fabric; dark blue woven fabric drawstring; blue-green acetate lining.,NA
"Belt, uniform coat",Canada,2010,1996,Navy-blue 100% wool fabric; amber colour synthetic buttons.,NA
"Tab, uniform coat",Canada,2010,1996,"100% wool fabric crescent shaped tab is dark blue on one side,"" """"Blue Spruce"""" blue-green colour on reverse.",NA
"Liner,"" uniform coat",Canada,2010,1996,"Blue Spruce"""" blue-green quilted liner has black knit fabric piping on all seams; black knit storm cuffs; blue-green fabric tabs with silver metal snaps help position and secure sleeves [within .1 coat]. Liner made with 100% acetate front; 100% nylon back; PRIMALOFT [synthetic] filling; amber colour synthetic buttons.",NA
"Liner,"" uniform coat hood",Canada,2010,1996,"Blue Spruce"""" blue-green quilted liner has black knit fabric piping on edges. Liner presumably made with 100% acetate front; 100% nylon back; PRIMALOFT [synthetic] filling.",NA
"Jacket,"" uniform",Canada,2010,1996,"Blue Spruce"""" 100% wool jacket; blue-green synthetic (?) fabric lining; black synthetic buttons have goldtone trim.",NA
Pin,Canada,2010,1996,Gold plated solid brass,NA
"Dress,"" uniform",Canada,2010,1996,"Blue Spruce"""" colour 55% polyester and 45% wool blend fabric has red accents; clear and dark blue synthetic buttons; metal hook closure at waist; red and blue enamelled metal buttons decorate sleeves; blue-green polyester lining in skirt.",NA
"Belt,"" uniform",Canada,2010,1996,"Blue Spruce"""" blue-green leather belt has horseshoe shaped brass and nickel buckle.",NA
"Scarf, uniform",Italy,2010,1996,100% polyester.,EU
Straw,United States of America,2010,2005,synthetic,NA
Food,United States of America,2010,2008,"Plastic package, foodstuff, paper label.",NA
"Pacemaker, cardiac",United States of America,2010,1975,"Metal batteries, backing and internal components; synthetic casing and coating",NA
"Pacemaker, cardiac",United States of America,2010,1977,"Metal body; synthetic coating, top",NA
Camera,Germany,2010,1969,"Metal body; glass viewfinder; synthetic covering, button",EU
"Cover, battery compartment",Germany,2010,1969,Metal cover,EU
Lens,Germany,2010,1969,Metal body; glass lens,EU
Filter,Japan,2010,1969,Metal ring; glass filter,AS
"Case, camera",Japan,2010,1970,"Leather body; metal clasp, zipper and strap rings; fabric interior lining",AS
Strap,Japan,2010,1970,Leather strap; metal buckles and clasps,AS
"Meter, exposure",Japan,2010,1970,Plastic casing; metal strap ring; fabric strap,AS
"Case, exposure meter",Japan,2010,1970,Leather body; metal snaps; synthethic strap,AS
Flash,Japan,2010,1972,"Plastic casing, flash lens; metal electrical connections",AS
"Cover, battery compartment",Japan,2010,1972,Plastic cover,AS
"Holder, battery",Japan,2010,1972,Plastic body; metal electrical contacts,AS
Adapter,Japan,2010,1972,Plastic hood,AS
"Screen, diffusion",Japan,2010,1972,Plastic diffuser,AS
Flash cord,Japan,2010,1972,Plastic heads and cord covering; metal contacts,AS
Advertisement,United Kingdom,2010,1900,"Cardboard, synthetic and metal",EU
Pencil,Austria,2010,1900,Graphite and wood casing.,EU
"Wallet, ankle",Canada,2010,1900,Leather and metal fastener.,NA
"Wallet, ankle",Canada,2010,1900,Leather and metal fastener.,NA
"Wallet, ankle",Canada,2010,1900,Leather,NA
"Wallet, ankle",Canada,2010,1900,Leather,NA
"Wallet, ankle",Canada,2010,1900,Leather and metal fastener.,NA
"Wallet, ankle",Canada,2010,1900,Leather,NA
"Wallet, ankle",Canada,2010,1900,Leather,NA
"Wallet, ankle",Canada,2010,1900,Leather,NA
Archival collection,United Kingdom,2010,1931,paper,EU
Archival collection,United Kingdom,2010,1929,paper,EU
Archival collection,United Kingdom,2010,1932,paper,EU
Archival collection,United Kingdom,2010,1932,paper,EU
Archival collection,United Kingdom,2010,1932,paper,EU
Archival collection,Canada,2010,1932,paper,NA
Archival collection,United Kingdom,2010,1934,paper,EU
Archival collection,Canada,2010,1953,paper,NA
Archival collection,United Kingdom,2010,1932,paper,EU
Archival collection,United Kingdom,2010,1931,paper,EU
Archival collection,United Kingdom,2010,1932,paper,EU
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
Handle,Canada,2010,1900,Leather handle.,NA
Handle,Canada,2010,1900,Leather handle with metal dee rings.,NA
